autor_articulo,href_articulo,imagen,medio,time,titulo_articulo,titulo_imagen
Luis J. Menéndez,https://www.eldiario.es/cultura/musica/Rosalia-ambicion-trascender_0_832217126.html,https://www.eldiario.es/fotos/cantante-catalana-Rosalia_EDIIMA20180920_0822_24.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Rosalía y las 11 canciones que la hacen dueña de su destino,La cantante catalana Rosalía
Francesc Miró,https://www.eldiario.es/cultura/cine/Lazzaro-alegoria-capitalismo-homenajea-italianos_0_833616831.html,https://www.eldiario.es/fotos/Poster-Lazzaro-feliz-Vertigo_EDIIMA20181108_0563_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"'Lazzaro feliz', alegoría contra el capitalismo en tiempos de incomprensión",Póster 'Lazzaro feliz'. Vértigo. 
Luis  J. Menéndez,https://www.eldiario.es/cultura/musica/Dorian-cultura-deberia-detrimento-banderas_0_833616636.html,https://www.eldiario.es/fotos/Dorian-Madrid-Foto-Patricia-Garcinuno_EDIIMA20181108_0326_22.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"""La cultura debería mimarse por encima de las banderas""",Dorian cuelga el aforo completo en sus tres noches consecutivas en Madrid | Foto: Patricia J. Garcinuño
,http://vertele.eldiario.es/noticias/mitico-Alf-encuentra-cadena-reboot_0_2066793317.html,https://www.eldiario.es/fotos/gwe_EDIIMA20181112_0709_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El mítico Alf no encuentra cadena de para su reboot,gwe
,http://vertele.eldiario.es/noticias/bronca-Noemi-Galera-triunfitos-confianza_0_2066793319.html,https://www.eldiario.es/fotos/ge_EDIIMA20181112_0705_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Noemí, a los triunfitos por su ""huelga"": ""Mi confianza en vosotros se ha ido a la mierda""",ge
,http://vertele.eldiario.es/noticias/incendios-California-arrasan-oeste-Westworld_0_2066493336.html,https://www.eldiario.es/fotos/Westworld_EDIIMA20181112_0084_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Los incendios de California arrasan con el set de Westworld,Westworld
LUIS ÁNGEL SANZ,https://www.elmundo.es/espana/2018/11/12/5be9a953468aeb5a5e8b45e3.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El juez de 'Gürtel' y el de las cláusulas suelo, entre los vocales del nuevo CGPJ",
EUROPA PRESS,https://www.elmundo.es/espana/2018/11/12/5be9c84c468aeb492f8b45d6.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420490023818.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Cs recuerda a Sánchez cuando prometió un CGPJ ""verdaderamente independiente""",
DARÍO PRIETO,https://www.elmundo.es/cultura/comic/2018/11/12/5be9cc12e2704e345b8b47b4.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420498365377.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Muere Stan Lee, el mayor creador de superhéroes",
ÁLVARO CARVAJAL,https://www.elmundo.es/madrid/2018/11/12/5be96bb4e5fdea942b8b4617.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420461493157.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Echenique sitúa fuera de Podemos al grupo de Rita Maestre ante la última crisis,
CARLOS SEGOVIA | MANUEL MARRACO,https://www.elmundo.es/espana/2018/11/12/5be96aa646163fcd628b4649.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420481921131.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El Tribunal de Cuentas condena a Mas a devolver 4,9 millones gastados el 9-N",
EFE,https://www.elmundo.es/cataluna/2018/11/12/5be9a767ca474158538b45fd.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420413417855.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,1-O: La Audiencia de Barcelona imputa a 3 guardias civiles por esposar a un joven,
V. M.,https://www.elmundo.es/cataluna/2018/11/12/5be9709c268e3e442d8b464b.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420271750986.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El director de TV3 se ensaña con Arrimadas por denunciar ""mentiras""",
TERESA GUERRERO,https://www.elmundo.es/ciencia-y-salud/ciencia/2018/11/12/5be97093268e3e29548b45d3.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420347102434.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Las primeras lluvias en 500 años fulminan a los microbios del desierto más árido,
AGENCIAS,https://www.elmundo.es/andalucia/2018/11/12/5be9d185468aebac548b4608.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Tres muertos en una explosión en una pirotecnia en Granada,
PABLO SCARPELLINI,https://www.elmundo.es/internacional/2018/11/12/5be9c6a046163f5a2f8b4595.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420515602533.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El viento amenaza con avivar los incendios de California, que dejan ya 31 muertos",
LLUÍS MIQUEL HURTADO,https://www.elmundo.es/internacional/2018/11/12/5be96959468aebfa678b45a8.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420237624352.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El fin de Yamal Khashoggi: ""Me ahogo, quitad la bolsa de mi cabeza""",
,http://www.elsalonde.elmundo.es/jaime-mato,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420204044668.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Jaime Mato o el arte de reciclar cápsulas de café,
CARLOS FRESNEDA,https://www.elmundo.es/internacional/2018/11/12/5be9cd1546163fe2968b45fd.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"La frontera de Irlanda se interpone en el ""juicio final"" del Brexit",
SILVIA MORENO,https://www.elmundo.es/andalucia/2018/11/12/5be972d6ca474131158b4615.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Fraude ERE: Chaves se escuda tras los acuerdos de concertación,
EL MUNDO,https://www.elmundo.es/economia/empresas/2018/11/12/5be9aecbe2704e339c8b474b.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Los Reuben se imponen al Santander en la puja por su ciudad financiera,
EFE,https://www.elmundo.es/internacional/2018/11/12/5be9a4df468aeb2f4c8b45e7.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420505767153.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Francia juzga a una mujer que ocultó dos años a su hija recién nacida en el maletero,
,http://videos.elmundo.es/v/0_hk14m52s-una-fuga-casi-de-pelicula-en-la-carcel-de-almeria,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420403499590.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Una fuga (casi) de película en la cárcel de Almería,
,http://videos.elmundo.es/v/0_xpq37f17-el-divertido-monologo-de-un-azafato-de-vuelo-antes-del-despegue,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420174765016.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,El divertido monólogo de un azafato de vuelo antes del despegue,
,http://videos.elmundo.es/v/0_w1qbmntg-los-cdr-colocan-mierda-en-la-puerta-de-los-juzgados,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420282608431.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Los CDR colocan mierda en la puerta de los juzgados,
,http://videos.elmundo.es/v/0_y9vp148o-los-inventos-espanoles-mas-influyentes,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/09/15417904917497.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Los inventos españoles más influyentes,
,https://www.elmundo.es/especiales/primera-guerra-mundial/gran-guerra/grafico-arte-de-la-guerra.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420347476765.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Trincheras, torpedos y triplanos: así fueron las batallas de la Primera Guerra Mundial por tierra, mar y aire",
CONSUELO FONT,https://www.elmundo.es/loc/famosos/2018/11/12/5be9a6d7e5fdeaff7d8b4639.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420419590391.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Los Reyes aterrizan en Perú por separado,
EFE,https://www.elmundo.es/ciencia-y-salud/salud/2018/11/12/5be9661be2704eec938b4624.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420506705357.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Por qué debes cocinar a baja temperatura las patatas,
EL MUNDO,https://www.elmundo.es/tecnologia/2018/11/12/5be96909ca474189658b462b.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420492038430.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"WhatsApp borra hoy tus conversaciones, fotos y vídeos antiguos",Imagen del logo de WhatsApp
Gorka Alonso Gil,http://noesfutboleslaliga.elmundo.es/directos-al-futuro/asi-llego-el-clasico-a-todas-las-televisiones-del-mundo,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/brandedcontent/1542018527.png,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Todo lo que no pudiste ver de 'El Clásico',
Alberto Rey,https://www.elmundo.es/blogs/elmundo/asesinoenserie/2018/11/12/arde-madrid-una-fiesta-loca-y-una-novela.html,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2018/11/12/15420506693074.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Arde Madrid: mucho arte y muchos cojones,
JOSÉ LUIS ROMO,https://www.elmundo.es/cultura/laesferadepapel/2018/11/12/5be9c6d4ca474145218b4587.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Echanove y Ricardo Gómez: whiskys y Rothko,
FCINCO,https://www.elmundo.es/f5/comparte/2018/11/12/5be9beeb468aeb8e558b45b4.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Abascal ""reconquista"" Andalucía a caballo y la Red se llena de memes","Santiago Abascal, a caballo junto a Morante de la Puebla."
CINEMANÍA,http://cinemania.elmundo.es/noticias/jueguetes-baul-ya-esta-aqui-primer-adelanto-de-toy-story-4/,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,¡Vuelve 'Toy Story'! Vea el primer adelanto de la cuarta peli de la saga,
SAPOS Y PRINCESAS,https://saposyprincesas.elmundo.es/tecnologia/recomendaciones-para-padres/que-es-realidad-virtual/,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Realidad virtual, más allá de los videojuegos",
J. RIBALAYGUE,https://www.elmundo.es/cataluna/2018/11/12/5be97afe268e3ef3208b4668.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"8 de los detenidos por agresión sexual en el metro, libres",
ANDRÉS MACHADO,https://www.elmundo.es/andalucia/2018/11/12/5be9788ae2704e4c508b45f4.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Detenido por violar a su bebé y pegarle una venérea,
EFE,https://www.elmundo.es/ciencia-y-salud/salud/2018/11/12/5be97465468aeb8f4c8b4660.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Afectados por Nolotil exigen 500 millones al fabricante,
JAVIER ORTEGA,https://www.elmundo.es/espana/2018/11/12/5be9878b22601d60618b4606.html,,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Piden que su lengua no se llame catalán sino ""chapurriau""",
FEDERICO JIMÉNEZ LOSANTOS,https://www.elmundo.es/opinion/2018/11/12/5be87543468aeb24648b4654.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"""Nos van acostumbrando para el indulto a los golpistas""",
RAÚL DEL POZO,https://www.elmundo.es/opinion/2018/11/12/5be859ed268e3e8d038b45df.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"""El 'procés' no desaparece, sólo está transformándose""",
CAYETANA ÁLVAREZ DE TOLEDO,https://www.elmundo.es/espana/2018/11/12/5be88c4b46163fb1998b458d.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"""Desde Vidal-Quadras, el PP catalán no ha tenido un gran líder""",
BERTA GONZÁLEZ DE VEGA,https://www.elmundo.es/opinion/2018/11/12/5be80ddce2704e8e178b45e1.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"""Al pobre, destinatario de las políticas sanchistas, que le den""",
EL MUNDO,https://www.elmundo.es/eventos/en-directo/2018/11/12/64427-novak-djokovic-john-isner/,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"La Copa Masters, en directo: Novak Djokovic - John Isner",
EFE,https://www.elmundo.es/deportes/futbol/2018/11/12/5be9941546163ff08d8b46b7.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"El abrazo de Luis Enrique a Jordi Alba: ""Bienvenido""",
EFE,https://www.elmundo.es/deportes/futbol/2018/11/12/5be9c73bca47412b738b4587.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Tirón de orejas de Deschamps a Dembélé,
JAVIER MARTÍNEZ,https://www.elmundo.es/deportes/tenis/2018/11/12/5be9d570e2704e90858b457a.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Otra oportunidad para Zverev,
AGENCIAS / ELMUNDO,https://www.elmundo.es/deportes/futbol/2018/11/12/5be96b4c268e3e4c668b45e0.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"La plaga del Madrid: Nacho, dos meses KO; Casemiro, tres semanas",
EL MUNDO,https://www.elmundo.es/deportes/mas-deporte/2018/11/12/5be992d846163f43808b4611.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Mundial de ajedrez: terceras tablas entre Carlsen y Caruana,
ÁNGEL VILLAMOR,https://www.elmundo.es/deportes/futbol/2018/11/12/5be9bfa1ca474158538b4613.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,¿De dónde pueden venir las lesiones del Atlético?,
ANTONIO LOBATO,https://www.elmundo.es/deportes/formula-1/2018/11/12/5be8b8f7268e3e4c668b458f.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,"Max, el macarra",
EL MUNDO,https://www.elmundo.es/deportes/motociclismo/2018/11/12/5be94d50268e3e8a188b458b.html,https://e00-elmundo.uecdn.es/assets/v11/img/lazyload/imgP.gif,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Sete Gibernau vuelve al motociclismo,
Diana Arrastia,http://caminaresdeporte.marca.com/una-buena-materia-prima-adaptacion-y-confort-termico-para-tus-pies,https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/brandedcontent/1541693979.jpg,EL MUNDO - Diario online líder de información en español ,2018-11-12T21:16:19.838826,Cómo es el calzado perfecto,
