autor_articulo,href_articulo,imagen,medio,time,titulo_articulo,titulo_imagen
Andrés Gil,https://www.eldiario.es/politica/Pedro-Sanchez-referendum-Brexit-May_0_835016879.html,https://www.eldiario.es/fotos/Theresa-May-Pedro-Sanchez_EDIIMA20181018_0224_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Pedro Sánchez pide a Londres un nuevo referéndum sobre el Brexit: ""Si fuera May, lo convocaría, sin duda""",Theresa May y Pedro Sánchez. 
Marta  Borraz,https://www.eldiario.es/sociedad/PP-personas-declaren-enfermas-cambiar_0_833617623.html,https://www.eldiario.es/fotos/Manifestacion-Orgullo-Critico-Madrid_EDIIMA20170628_0887_54.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El PP quiere que las personas trans sigan obligadas a declararse enfermas para cambiar su nombre y sexo legales,"""Todes somos personas, todes tenemos derechos"", pancarta en la manifestación del Orgullo Crítico en Madrid este 2017. "
Matías de Diego,https://www.eldiario.es/politica/establishment-europeo-preparado-hacerle-extrema_0_833617481.html,https://www.eldiario.es/fotos/Pablo-Simon-politologo-Patricia-Garcinuno_EDIIMA20181107_0205_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"""La socialdemocracia no ha sabido afrontar las nuevas formas de desigualdad""","Pablo Simón, politólogo y autor de ""El príncipe moderno"" | Patricia J. Garcinuño"
Iñigo Aduriz,https://www.eldiario.es/politica/Casado-programa-puerta-Andalucia-literalmente_0_835017024.html,https://www.eldiario.es/politica/Casado-destaca-independencia-candidatos-GGPJ_EDIIMA20181112_0259_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Casado programa una campaña ""puerta a puerta en Andalucía"": literalmente, se propone entrar en las casas","Casado destaca la ""independencia"" de los candidatos a renovar el GGPJ"
Analía Plaza,https://www.eldiario.es/madrid/Amanos-irregularidades-Consorcio-Transportes-Madrid_0_830117360.html,https://www.eldiario.es/fotos/Angel-Garrido-Comunidad-inauguracion-Atocha_EDIIMA20181112_0202_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Un concurso amañado, irregularidades y 2,6 millones sin cobrar en el Consorcio de Transportes de Madrid","Ángel Garrido, presidente de la Comunidad, en una visita a la 'estación del arte' de Atocha. "
Raúl Rejón,https://www.eldiario.es/sociedad/plan-europeo-deforestacion_0_835017174.html,https://www.eldiario.es/economia/agricultura-deforestacion-America-Latina-FAO_EDIIMA20160718_0601_27.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Las principales economías europeas admiten su responsabilidad en la ""alarmante"" deforestación del planeta","La agricultura comercial genera casi el 70 % de la deforestación en América Latina, dice la FAO"
Laura Olías,https://www.eldiario.es/economia/Gobierno-incluira-Seguridad-Social-empresas_0_835016631.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El Gobierno incluirá en la lista de morosos a la Seguridad Social a las empresas que deban un millón de euros,
Sofía Pérez Mendoza,https://www.eldiario.es/madrid/exportavoz-Podemos-Madrid-ficha-Greenpeace_0_833966833.html,https://www.eldiario.es/politica/Ruiz-Huerta-tacha-decepcionante-comparecencia-CRUE_EDIIMA20180411_0466_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El giro profesional de la exportavoz de Podemos: Ruiz-Huerta ficha como coordinadora en Greenpeace,"Ruiz-Huerta tacha de ""muy decepcionante"" la comparecencia de la CRUE"
eldiario.es ,https://www.eldiario.es/andalucia/asociacion-Granada-Circo-Roma-Dola_0_835017329.html,https://www.eldiario.es/fotos/hipopotamo-propiedad-Circo-Roma-deshidratacion_EDIIMA20181112_0819_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Un asociación animalista denuncia ""el maltrato flagrante"" al que someten a los animales del Circo Roma ",Un hipopótamo propiedad del Circo Roma con síntomas de deshidratación 
David Reinero,https://www.eldiario.es/galicia/politica/Nueva-sentencia-urbanizacion-gallega-protegida_0_833267840.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Nueva sentencia contra la urbanización gallega que lleva 25 años pasando por hotel en zona protegida: ""Fue un fraude""",
Andrés Gil,https://www.eldiario.es/sociedad/eurodiputados-ningunean-programa-Parlamento-Europeo_0_833967172.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Solo 21 de 751 eurodiputados se apuntan al curso contra el acoso sexual y laboral en el Parlamento Europeo,
Jesús  Bastante ,https://www.eldiario.es/sociedad/Gobierno-creacion-fundacion-canonizar-fundador_0_832917522.html,https://www.eldiario.es/fotos/Kiko-Arguello-Camino-neocatecumenal-Roma_EDIIMA20181108_0619_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Los ultracatólicos kikos inscriben una fundación en honor a su creador que tendrá incentivos fiscales para sus donantes,Kiko Argüello en una misa del Camino neocatecumenal en Roma en mayo de 2018
Ana Requena Aguilar,https://www.eldiario.es/sociedad/feministas-organizaciones-manifiesto-ilegalizacion-prostitutas_0_835016584.html,https://www.eldiario.es/fotos/Presentacion-oficial_EDIIMA20180921_0508_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Más de 350 feministas y organizaciones firman un manifiesto contra la ilegalización del sindicato de prostitutas,Presentación oficial de OTRAS.
Economía ,https://www.eldiario.es/economia/CNMC-permitira-conductas-coordinadas-hipotecas_0_835016862.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El presidente de Competencia asegura que no permitirá que la banca se coordine para elevar las hipotecas,
Aldo Mas,https://www.eldiario.es/economia/supermercado-siberiano-roba-Lidl-Aldi_0_833617203.html,https://www.eldiario.es/fotos/Logo-supermercados-Centwelt-compania-TS-Markt_EDIIMA20181108_0555_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"El super siberiano que ""roba el alma"" a Lidl y Aldi",Logo de los supermercados Centwelt de la compañía rusa TS-Markt. 
,https://www.eldiario.es/economia/Gobierno-millones-Fondo-Reserva-Navidad_0_835016538.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El Gobierno sacará 3.000 millones del Fondo de Reserva para la paga de Navidad,
Javier Ramajo,https://www.eldiario.es/andalucia/almeria/Almeria-Tierras_de_Oria-Purchena-menores-tortura-sujecion_mecanica-malos_tratos-Ginso_0_832916876.html,https://www.eldiario.es/sociedad/Captura-vA-deo-menores-AlmerA-a_EDIIMA20150209_0202_13.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Exempleados de un centro de menores se enfrentan a penas de cárcel por grabar y denunciar presuntas torturas,Captura vÃ­deo menores AlmerÃ­a
Economía ,https://www.eldiario.es/economia/multimillonarios-hermanos-Reuben-Santander-adquirir_0_835017432.html,https://www.eldiario.es/economia/Banco-Santander-EEUU-riesgos-comercial_EDIIMA20181001_0902_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Los multimillonarios hermanos Reuben serán los nuevos caseros del Santander al adquirir su sede,El Banco Santander alerta en EE.UU. de riesgos por el brexit y la guerra comercial
Aitor Riveiro,https://www.eldiario.es/politica/Asociaciones-Memoria-Gobierno-Francisco-Vazquez_0_833616933.html,https://www.eldiario.es/fotos/Francisco-Vazquez-Orden-Isabel-Catolica_EDIIMA20181108_0870_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Asociaciones de Memoria y En Marea piden al Gobierno que retire seis medallas honoríficas a Paco Vázquez,Francisco Vazquez recibe en 2003 la Gran Cruz de la Orden de Isabel La Católica.
Iñigo Aduriz,https://www.eldiario.es/politica/Feijoo-reivindica-centralidad-PP-Casado_0_835016641.html,https://www.eldiario.es/fotos/Suarez-Illana-Casado-Feijoo-Moreno_EDIIMA20181112_0146_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Feijóo reivindica ""la centralidad y la moderación"" del PP delante de Casado","Suárez Illana, Casado, Feijóo y Moreno, este lunes."
Antón Losada,https://www.eldiario.es/zonacritica/importancia-tener-razon_6_834726531.html,https://www.eldiario.es/bbtfile/3012_20130906Kzjjwa.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,La importancia de no tener razón,
Lucrecia Hevia,https://www.eldiario.es/andalucia/desdeelsur/Elecciones_andaluzas_2018-2D-migracion-inmigrantes_6_834726524.html,https://www.eldiario.es/bbtfile/3012_20130218OvvCeS.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Las elecciones andaluzas y el foco,
Ruth Toledano,https://www.eldiario.es/zonacritica/Cospedal-Morenes-cagan-suenan-bandera_6_834726532.html,https://www.eldiario.es/bbtfile/3012_20140225IOGeeJ.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Cospedal y Morenés también se cagan en dios y se suenan los mocos en la bandera,
Octavio  Salazar,https://www.eldiario.es/zonacritica/Concepcion-Arenal-sabia-feminista_6_833326683.html,https://www.eldiario.es/bbtfile/3012_20141016334cnW.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Concepción Arenal: la sabia ¿feminista?,
,https://branded.eldiario.es/anesvad-50-aniversario/50aniversario.html,https://www.eldiario.es/fotos/Anesvad_EDIIMA20181112_0561_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Anesvad: nacimiento y auge de una ONG comprometida a acabar con la lepra,Anesvad.
Carlos del Castillo,https://www.eldiario.es/tecnologia/ideologia-mercenaria-Twitter-decenas-seguidores_0_831517461.html,https://www.eldiario.es/fotos/Recopilacion-anonimuses-ElDilemaSalvados-retuiteado-conversacion_EDIIMA20181107_0668_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Así se disfrazan los nuevos mercenarios de Twitter para inflar el impacto de la ultraderecha,"Recopilación de los últimos tuits de @anonimus_es, junto a su mensaje sobre #ElDilemaSalvados, el más retuiteado de la conversación."
Paula  Corroto,https://www.eldiario.es/cultura,https://www.eldiario.es/cultura/Jose-Angel-Hevia-presidente-SGAE_EDIIMA20181112_0457_25.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Cultura,"El gaitero José Ángel Hevia, nuevo presidente de la SGAE"
eldiarioes cultura,https://www.eldiario.es/cultura/Arturo-Perez-Reverte-retirada-Colon_0_835017374.html,https://www.eldiario.es/cultura/Perez-Reverte-novelas-intento-recuperar-naturalidad_EDIIMA20181003_0013_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Pérez Reverte saca su ""furia española"" contra ""los gringos"" por retirar la estatua de Colón","Pérez-Reverte: ""En mis novelas intento recuperar la naturalidad del horror"""
,http://vertele.eldiario.es/noticias/Ferreras-Franco-Fernando-VII-Espana_0_2066793322.html,https://www.eldiario.es/fotos/reger_EDIIMA20181112_0647_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Ferreras, a la familia Franco: ""Fernando VII hizo algo bueno por España como Franco, morirse""",reger
eldiario.es Cultura,https://www.eldiario.es/cultura/cine/universo-Pokemon-cobra-Detective-Pikachu_0_835017360.html,https://www.eldiario.es/fotos/Pikachu_EDIIMA20181112_0763_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Pikachu divide a sus fans con el tráiler de su próxima película,Pikachu
George Monbiot,https://www.eldiario.es/theguardian/Comida-electrica-ciencia-ficcion-planeta_0_833617104.html,https://www.eldiario.es/fotos/Podriamos-impulsar-consumo-alimentos-vegetal_EDIIMA20181108_0848_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Comida eléctrica: la dieta de ciencia ficción que podría salvar el planeta,¿Podríamos impulsar una dieta que fuera más allá del consumo de alimentos de origen vegetal? 
Darío Pescador,https://www.eldiario.es/tumejoryo/estar_bien/Trucos-dormir-mejor-funcionan_0_833617235.html,https://www.eldiario.es/fotos/leer-dormir_EDIIMA20181108_0590_23.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Algunos trucos para dormir mejor que funcionan de verdad,leer dormir
Javier Ramajo,https://www.eldiario.es/andalucia/Chaves-responsabilidad-ERE-articulacion-soluciones_0_835016916.html,https://www.eldiario.es/andalucia/Defensa-Chaves-imposible-irregularidades-ERE_EDIIMA20181112_0298_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Chaves se exculpa en los ERE: estaba ""en las grandes políticas"" pero ""en modo alguno"" en la articulación de soluciones","Defensa de Chaves alega que es ""imposible"" que conociera irregularidades de los ERE ni detectar las alarmas"
eldiario.es Cantabria ,https://www.eldiario.es/norte/cantabria/ultima-hora/suspende-cautelarmente-primarias-Podemos-Cantabria_0_835017289.html,https://www.eldiario.es/norte/cantabria/cantabria/Parlamento-Cantabria-JOAQUIN-GOMEZ-SASTRE_EDIIMA20160902_0268_27.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Un juzgado suspende cautelarmente las primarias de Podemos en Cantabria,José Ramón Blanco y Verónica Ordóñez en el Parlamento de Cantabria. | JOAQUÍN GÓMEZ SASTRE
Daniel Cela,https://www.eldiario.es/andalucia/Albert-Rivera-Susana-Diaz-llama_0_833966940.html,https://www.eldiario.es/fotos/Marin-Ciudadanos-Presidencia-Junta-Andalucia_EDIIMA20181109_0350_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"""Soy igual que Albert Rivera. Si Susana Díaz le llama radical, me lo llama a mí""","Juan Marín, candidato de Ciudadanos a la Presidencia de la Junta de Andalucía."
Arturo Puente,https://www.eldiario.es/catalunya/politica/JxCat-familia-real-investigacion-Parlament_0_835016658.html,https://www.eldiario.es/politica/PSOE-Carlos-Felipe-VI-Corona_EDIIMA20150602_0544_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,JxCat propone investigar a la Familia Real en una comisión en el Parlament,"El PSOE cree que Juan Carlos I ""acertó abdicando"" y Felipe VI también modernizando la Corona"
Irene Castro,https://www.eldiario.es/politica/acto-Constitucion-Congreso-hablaran-hombres_0_835016821.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Un acto sobre la Constitución en el Congreso en el que sólo habrá ponencias de hombres ,
,https://www.eldiario.es/catalunya/politica/Identificado-interrogado-supuesto-agresor-Telemadrid_0_835016598.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Los Mossos interrogan al agresor de un cámara de Telemadrid en una concentración de Ciudadanos ,
,https://www.eldiario.es/catalunya/politica/CDR-vierten-excrementos-juzgados-catalanes_0_835016776.html,https://www.eldiario.es/fotos/Juzgados-Granollers_EDIIMA20181112_0263_22.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Los CDR vierten excrementos en las puertas de varios juzgados catalanes,Juzgados de Granollers
Sofía Pérez Mendoza,https://www.eldiario.es/madrid/propuestas-reforma-Madrid-eliminacion-aforamientos_0_833966815.html,https://www.eldiario.es/politica/Asamblea-Madrid-desconvoca-dimision-Cifuentes_EDIIMA20180425_0977_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Madrid intenta in extremis eliminar los aforamientos tras tres años de bloqueos y propuestas cruzadas,La Asamblea de Madrid desconvoca el pleno de mañana tras la dimisión de Cifuentes
Ramón  Reig,https://www.eldiario.es/zonacritica/Marx-Tribunal-Supremo-electoral-PSOE_6_834026597.html,https://www.eldiario.es/bbtfile/3111_20181109sVNIsT.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Marx, la banca y el Tribunal Supremo le dan la victoria electoral al PSOE",
Miguel Lorente ,https://www.eldiario.es/andalucia/desdeelsur/e-RATAS_6_834726522.html,https://www.eldiario.es/bbtfile/3012_20130218y91Zjc.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,e-RATAS,
Concha González,https://www.eldiario.es/edcreativo/blog/Estudiar-MBA-asegura-buen-empleo_6_833676643.html,https://www.eldiario.es/fotos/Estudiar-MBA-asegura-buen-empleo_EDIIMA20181108_0860_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,¿Estudiar un MBA asegura un buen empleo?,¿Estudiar un MBA asegura un buen empleo?
El Rastreador ,https://www.eldiario.es/rastreador,https://www.eldiario.es/fotos/Abascal-parodiado-video-caballo_EDIIMA20181112_0403_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El Rastreador,"Abascal, parodiado por su vídeo del caballo"
Laura Galaup,https://www.eldiario.es/sociedad/Lomce-religion-educacion_0_835016935.html,https://www.eldiario.es/norte/euskadi/profesor-formacion-profesional-funcionamiento-maquina_EDIIMA20130906_0499_27.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Educación quiere aumentar la presencia de las empresas en la FP,Un profesor explica a unos alumnos de formación profesional el funcionamiento de una máquina.
Icíar Gutiérrez ,https://www.eldiario.es/desalambre/Cientos-personas-manifiestan-Madrid-Espana_0_834666768.html,https://www.eldiario.es/fotos/asistentes-manifestacion-racismo-institucional-Madrid_EDIIMA20181111_0413_9.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Manifestación contra el racismo: ""Ahora todo el mundo ve que crece el odio, pero llevamos tiempo sufriéndolo”","Una de las asistentes a la manifestación contra el ""racismo institucional"" este domingo en Madrid."
Pau Rodríguez,https://www.eldiario.es/catalunya/Medicos-profesores-catalanes-negociacion-presupuestos_0_833266726.html,https://www.eldiario.es/catalunya/Can-Ruti-tisores-CARMEN-SECANELLA_EDIIMA20130319_0538_7.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Profesores y médicos presionan con huelgas en plena negociación de los presupuestos de la Generalitat,Can Ruti: tendes contra tisores. /CARMEN SECANELLA
,https://www.eldiario.es/sociedad/URJC-centenar-maestrias-expertos-empresas_0_835016656.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"La URJC cancela un centenar de títulos que impartía con empresas tras las irregularidades de los másteres de Cifuentes, Montón y Casado",
eldiario.es Catalunya ,https://www.eldiario.es/catalunya/politica/Detenidos-apunalamiento-Santa-Coloma-Gramenet_0_835016568.html,,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,En libertad ocho de los 15 jóvenes detenidos por agresión sexual y apuñalamiento en Santa Coloma de Gramenet,
,https://www.eldiario.es/desalambre/naufragio-patera-Cadiz-pasado-cadaveres_0_835016567.html,https://www.eldiario.es/sociedad/naufragio-patera-Cadiz-pasado-cadaveres_EDIIMA20181112_0075_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El naufragio de la patera en Los Caños de Meca deja ya 14 cuerpos sin vida,El naufragio de una patera en Cádiz el pasado lunes deja ya 14 cadáveres
,https://branded.eldiario.es/viaje-centro-tierra-noruega/,https://www.eldiario.es/fotos/Follo-Line_EDIIMA20181031_0201_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Viaje al centro de la Tierra: el sueño de Julio Verne se hace realidad en Noruega,Follo Line.
Jordi Sabaté,https://www.eldiario.es/consumoclaro,https://www.eldiario.es/consumoclaro/perros/Cfakepathperros-culpables1jpg_EDIIMA20150928_0916_22.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,ConsumoClaro,Foto: Jordi Sabaté
Iván Suárez,https://www.eldiario.es/focos/salud,https://www.eldiario.es/canariasahora/Entrada-Oncologia-Radioterapica-Hospital-Doctor_EDIIMA20181109_0903_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Salud,Entrada al servicio de Oncología Radioterápica del Hospital Doctor Negrín. (CANARIAS AHORA)
Sergi Pitarch,https://www.eldiario.es/cv/Audiencia-Nacional-personas-Bancaja-Caribe_0_835016715.html,https://www.eldiario.es/fotos/ultimo-consejo-administracion-Bancaja-procesados_EDIIMA20180802_0795_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,La Audiencia abre juicio a 48 personas por el agujero de Bancaja en el Caribe y les reclama hasta 639 millones,El último consejo de administración de Bancaja en 2012. (No todos están procesados por la juez).
Diego Larrouy,https://www.eldiario.es/economia/Media-extranjeros-controlan-millones-Ibex_0_833966714.html,https://www.eldiario.es/fotos/Ibex-aguanta-puntos-sesion-descenso_EDIIMA20181109_0266_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Media docena de fondos extranjeros tienen invertidos más de 27.000 millones de euros en el Ibex 35,"El Ibex 35 aguanta por poco los 9.100 puntos en la media sesión con un descenso del 0,8%"
Economía ,https://www.eldiario.es/economia/Unidos-Podemos-economista-asesorar-parlamentario_0_835016692.html,https://www.eldiario.es/politica/Pablo-Iglesias-Irene-Montero-dispondran_EDIIMA20181018_0930_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Unidos Podemos busca economista para asesorar al grupo parlamentario ,Pablo Iglesias e Irene Montero dispondrán de escolta policial las 24 horas
Antonio M. Vélez,https://www.eldiario.es/economia/Paradores-prescinde-Naturgy-precios-electricidad_0_833617222.html,https://www.eldiario.es/economia/Oscar-Lopez-presidente-Paradores-Turismo_EDIIMA20180725_0706_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Paradores prescinde de Naturgy por la subida de los precios de la electricidad,"Óscar López, nuevo presidente de Paradores de Turismo"
Carlos Navarro Castelló,https://www.eldiario.es/cv/Valencia-cuenta-apartamentos-turisticos-ilegales_0_833966803.html,https://www.eldiario.es/fotos/vista-Valencia-Ciudad-Artes-Ciencias_EDIIMA20170801_0170_21.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,La mitad de los 11.150 pisos turísticos que se ofertan en València son ilegales,Una vista de Valencia con la Ciudad de las Artes y las Ciencias al fondo
,http://kiosko.net/,https://www.eldiario.es/fotos/Kiosko_EDIIMA20181112_0035_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Kiosko.net,Kiosko
Aitor  Sáez,https://www.eldiario.es/desalambre/pandillero-escondido-Iglesia_0_833617259.html,https://www.eldiario.es/fotos/Jesus-ex-pandillero-escondido-retiro-Iglesia_EDIIMA20181108_0625_26.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"De reclutador de las pandillas a vivir escondido de ellas: ""Estar en la Mara te da poder""","Jesús, ex-pandillero que ahora vive escondido en un retiro de la Iglesia."
,https://www.eldiario.es/internacional/Hamas-Israel-asesinato-selectivo-Gaza_0_834666906.html,https://www.eldiario.es/politica/palestinos-muertos-enfrentamiento-israelies-Gaza_EDIIMA20181111_0418_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Diez palestinos y un soldado israelí muertos tras una serie de bombardeos entre Hamás e Israel en Gaza,Seis palestinos muertos en enfrentamiento con fuerzas israelíes en Gaza
Luke Henriques-Gomes,https://www.eldiario.es/theguardian/Familias-monoparentales-Australia-sesiones-prestaciones_0_833617272.html,https://www.eldiario.es/fotos/colegio-Valladolid-lleno-ninas-Efe_EDIIMA20170210_0742_54.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"Familias monoparentales en Australia: acudir a ""sesiones de cuentos"" o perder las prestaciones",El hall de un colegio de Valladolid lleno de niños y niñas. / Efe 
Andrés Gil,https://www.eldiario.es/internacional/Crisis-Europa-Primera-Guerra-Mundial_0_834666529.html,https://www.eldiario.es/fotos/presidente-Federacion-Vladimir-Donald-Mundial_EDIIMA20181111_0166_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Europa se mira en el espejo de 1918 a los 100 años del fin de la Primera Guerra Mundial,"El presidente de la Federación Rusa, Vladimir Putin, da la mano al presidente estadounidense, Donald Trump, en el aniversario del final de la I Guerra Mundial en París"
El Rastreador ,https://www.eldiario.es/rastreador,https://www.eldiario.es/fotos/permite-hacer-buenas-fotos-Instagram_EDIIMA20181112_0681_20.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,El Rastreador,La mesa que permite hacer buenas fotos para Instagram
Mª Ángeles Fernández y Jairo Marcos,https://www.esglobal.org,https://www.eldiario.es/fotos/esglobal_EDIIMA20181112_0315_19.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,esglobal,esglobal
José Antonio Luna,https://www.eldiario.es/cultura/cine/Nixon-Invito-Johnny-Cash-Blanca_0_833617595.html,https://www.eldiario.es/fotos/Richard-Nixon-Johnny-Cash-Remastered_EDIIMA20181108_0958_4.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Cuando Nixon invitó a Johnny Cash y acabó revolviéndose en su silla,Richard Nixon y Johnny Cash en un fragmento del documental de 'Remastered'
Ignasi  Franch,https://www.eldiario.es/cultura/cine/Overlord-II-Guerra-Mundial-segregacion_0_833616782.html,https://www.eldiario.es/fotos/Overlord_EDIIMA20181108_0223_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,'Overlord': la II Guerra Mundial de J.J. Abrams y sin racismo,Overlord
Francesc Miró,https://www.eldiario.es/cultura/libros/magnificos-personajes-femeninos-injustamente-olvidados_0_833267388.html,https://www.eldiario.es/fotos/PREMIO-PLANETA-Vannucchi_EDIIMA20181107_0801_10.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"""Ya está bien de tantos personajes femeninos injustamente olvidados""",PREMIO PLANETA 2018.©Arduino Vannucchi.
Belén  Gómez,https://www.eldiario.es/cultura/seriefilos/Arde-Madrid-comedia-temperatura-nacional_6_832626766.html,https://www.eldiario.es/fotos/Cuesta-Marzar-Manolo-Gardner-Madrid_EDIIMA20181108_0224_23.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,"'Arde Madrid', una comedia capaz de subir la temperatura de la ficción nacional","Inma Cuesta, Paco León y Debi Marzar son Ana Mari, Manolo y Ava Gardner, protagonistas de 'Adre Madrid'."
,https://www.timeout.es/madrid/es/que-hacer/7-joyas-de-la-arquitectura-modernista-en-madrid,https://www.eldiario.es/fotos/Modernismo-Time-Out_EDIIMA20181105_0388_17.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Una ruta por el Madrid modernista,Modernismo Time Out
,https://www.timeout.es/madrid/es/noticias/vuelve-el-mes-de-los-callos-antidoto-contra-el-frio-110518,https://www.eldiario.es/fotos/Callos-Time-Out_EDIIMA20181105_0424_17.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Vuelve el mes de los callos a Madrid,Callos Time Out
,https://www.timeout.es/madrid/es/cine/carlos-vermut-el-cine-es-en-si-una-fantasmagoria-una-invocacion-de-los-muertos,https://www.eldiario.es/fotos/Carlos-Vermut-CAlfredo-Arias_EDIIMA20181105_0427_17.jpg,eldiario.es - Periodismo a pesar de todo,2018-11-12T21:16:19.838826,Carlos Vermut: “El cine es una invocación de los muertos”,Carlos Vermut ©Alfredo Arias
